28,784,11,11,121,1,1,1,0.00010392,0,1,0,5.5413
30,900,16,8,64,1,1,1,-0.0038592,0,1,0,6.869
31,961,10,15,225,1,1,1,-0.0020495,0,1,0,6.8501
34,1156,18,10,100,1,1,1,0.0028249,0,1,0,7.044
27,729,6,15,225,1,1,1,-0.00091604,0,1,0,5.7807
24,576,11,7,49,1,1,1,0.0015994,1,1,0,5.4596
34,1156,12,16,256,1,1,1,0.0020085,0,1,0,6.9078
26,676,9,11,121,1,1,1,-0.00058193,0,1,0,6.1759
32,1024,15,11,121,1,1,1,0.0021451,0,1,0,6.4362
34,1156,11,17,289,1,1,1,4.4563e-05,0,1,0,6.477
24,576,12,6,36,1,1,1,-0.00087972,1,1,0,5.8406
24,576,16,2,4,1,1,1,-0.0010674,0,1,1,5.9402
24,576,12,6,36,1,1,1,0.00021533,0,1,0,5.8665
25,625,13,6,36,1,1,1,-0.00030625,0,1,0,6.4907
28,784,17,5,25,1,1,1,-0.00050758,0,1,0,6.4313
25,625,12,7,49,1,1,1,-0.00063125,0,1,0,6.0868
26,676,12,8,64,1,1,1,-0.0051184,1,1,0,6.6039
31,961,11,14,196,1,1,1,-0.0025353,1,0,1,5.6348
24,576,10,8,64,1,1,1,-0.0014024,0,1,0,6.073
27,729,12,9,81,1,1,1,-0.00020193,0,1,0,6.5582
27,729,12,9,81,1,1,1,0.0031469,0,1,0,6.0521
24,576,12,6,36,1,1,1,-0.00048154,0,1,0,6.3474
30,900,16,8,64,1,1,1,0.0015605,0,1,0,6.2879
32,1024,16,10,100,1,1,1,-0.0045725,0,1,0,6.6067
32,1024,13,13,169,1,1,1,-0.0031334,0,1,0,6.5117
34,1156,12,16,256,1,1,1,0.0040154,0,1,0,6.6451
24,576,12,6,36,1,1,1,-0.00017787,0,1,0,6.3835
24,576,9,9,81,1,1,1,0.00074629,1,1,0,5.3613
34,1156,16,12,144,1,1,1,0.0015332,0,1,0,7.3544
28,784,16,6,36,1,1,1,-0.0027384,0,1,0,6.6516
26,676,12,8,64,1,1,1,-0.0031047,0,1,1,6.3969
24,576,18,0,0,1,1,1,-0.0045474,0,1,0,6.541
31,961,13,12,144,1,1,1,-0.0021742,0,1,0,6.3456
28,784,14,8,64,1,1,1,0.00029123,0,1,0,6.0707
28,784,15,7,49,1,1,1,0.0016357,0,1,0,6.2879
25,625,12,7,49,1,1,1,0.00011623,0,1,0,6.4409
31,961,8,17,289,1,1,1,-0.0043135,0,1,0,6.1759
26,676,12,8,64,1,1,1,-0.0020199,0,1,0,6.3008
25,625,12,7,49,1,1,1,0.002357,0,1,0,6.3561
25,625,16,3,9,1,1,1,0.00038875,0,1,0,6.5511
28,784,16,6,36,1,1,1,0.00035216,0,1,0,6.6695
27,729,17,4,16,1,1,1,-0.005193,0,1,0,6.9197
24,576,12,6,36,1,1,1,1.2681e-05,0,1,0,6.6307
29,841,14,9,81,1,1,1,0.0033921,0,1,0,6.3986
24,576,12,6,36,1,1,1,-7.6635e-05,0,1,0,5.6454
24,576,12,6,36,1,1,1,0.0037244,0,1,0,5.5215
26,676,12,8,64,1,1,1,0.0023961,0,1,0,6.2146
31,961,11,14,196,1,1,1,-0.0028259,0,1,0,6.3099
25,625,12,7,49,1,1,1,0.0017379,0,1,0,7.0414
31,961,18,7,49,1,1,1,0.0029324,0,1,1,6.697
28,784,12,10,100,1,1,1,-0.0021578,1,1,0,5.7462
25,625,18,1,1,1,1,1,-0.00086446,0,1,0,6.5944
25,625,16,3,9,1,1,1,0.0017512,0,1,0,6.4378
24,576,14,4,16,1,1,1,-0.00011477,0,1,0,6.3767
26,676,14,6,36,1,1,1,-0.00029599,0,1,0,5.9269
29,841,16,7,49,1,1,1,-0.0048774,0,1,1,6.7056
30,900,14,10,100,1,1,1,-0.00094278,0,1,0,6.7627
28,784,15,7,49,1,1,1,-0.0035718,0,1,1,5.8579
24,576,13,5,25,1,1,1,0.0024682,0,1,1,5.3083
32,1024,13,13,169,1,1,1,0.00082794,0,1,1,6.2246
30,900,17,7,49,1,1,1,0.00042574,0,1,0,6.7044
26,676,18,2,4,1,1,1,0.0007188,0,1,0,6.4378
32,1024,18,8,64,1,1,1,-0.00081868,0,1,0,6.6451
27,729,17,4,16,1,1,1,0.00052704,0,1,0,6.2146
27,729,17,4,16,1,1,1,0.0038405,0,1,0,6.4281
30,900,12,12,144,1,1,1,-0.00067453,0,1,0,6.477
28,784,18,4,16,0,1,1,4.8917e-05,0,1,0,6.6451
26,676,12,8,64,0,1,1,0.0005398,0,1,0,6.2383
31,961,18,7,49,0,1,1,-0.0022621,0,1,0,6.4378
31,961,14,11,121,0,1,1,0.00018375,0,1,0,7.013
28,784,13,9,81,0,1,1,0.00076436,0,1,0,6.5806
32,1024,14,12,144,0,1,1,0.0017358,0,1,0,7.051
34,1156,18,10,100,0,1,1,0.0024424,0,0,0,6.7178
34,1156,16,12,144,0,1,1,0.0010822,0,1,0,6.8276
28,784,17,5,25,0,1,1,0.001847,0,1,0,6.981
33,1089,12,15,225,0,1,1,0.0015409,0,1,0,6.4378
27,729,13,8,64,0,1,1,-0.0032133,0,1,0,6.1312
24,576,14,4,16,0,1,1,0.0010879,1,1,0,6.8024
29,841,18,5,25,0,1,1,0.0024523,0,1,0,6.525
24,576,12,6,36,0,1,1,-0.00081597,0,1,0,6.0186
27,729,13,8,64,0,1,1,-0.0032504,0,1,0,6.4378
32,1024,18,8,64,0,1,1,0.0029941,0,1,0,6.9127
24,576,11,7,49,0,1,1,-0.0044077,0,1,0,6.5862
27,729,15,6,36,0,1,1,0.0038976,0,1,0,6.6201
29,841,14,9,81,0,1,1,-0.0015829,0,1,0,6.271
29,841,17,6,36,0,1,1,0.0018033,0,1,0,6.8794
26,676,12,8,64,0,1,1,0.0035662,0,0,0,6.157
24,576,12,6,36,0,1,1,0.0015766,0,1,0,5.7838
34,1156,12,16,256,0,1,1,-0.0033176,0,1,0,6.7742
34,1156,13,15,225,0,1,1,0.0025414,0,1,0,6.4378
26,676,12,8,64,0,1,1,0.0012674,0,1,0,5.8201
27,729,16,5,25,0,1,1,0.0036687,0,1,0,6.1759
29,841,9,14,196,0,1,1,0.0018369,0,1,0,6.477
25,625,16,3,9,0,1,1,-0.001598,0,1,0,5.948
30,900,18,6,36,0,1,1,-0.00042752,0,1,0,6.869
29,841,16,7,49,0,1,1,0.0020186,0,0,0,6.4216
28,784,14,8,64,0,1,1,-0.0011092,0,1,0,6.5539
31,961,14,11,121,0,1,1,0.0042624,0,1,0,6.4536
28,784,12,10,100,0,1,1,0.002746,0,1,0,5.2983
27,729,12,9,81,0,1,1,-0.002629,0,1,0,6.7056
26,676,14,6,36,0,1,1,-0.0011607,0,1,0,6.3578
26,676,17,3,9,0,1,1,8.3493e-05,0,1,0,6.1442
29,841,16,7,49,0,1,1,0.0023732,0,1,0,6.8287
31,961,16,9,81,0,1,1,-0.0008705,0,1,1,6.6758
28,784,14,8,64,0,1,1,-0.0037061,0,1,0,6.4536
25,625,12,7,49,0,1,1,-0.00097598,0,1,0,6.3456
29,841,16,7,49,0,1,1,0.0034824,0,1,0,6.5582
28,784,14,8,64,0,1,1,0.0023746,0,1,0,6.4536
30,900,12,12,144,0,1,1,0.0016823,0,1,0,6.5425
34,1156,13,15,225,0,1,1,0.0012631,0,1,0,6.4216
26,676,16,4,16,0,1,1,-0.00185,0,1,0,6.1356
34,1156,12,16,256,0,1,1,0.0018517,0,1,0,6.7627
33,1089,18,9,81,0,1,1,0.00051583,0,1,1,6.6026
25,625,12,7,49,0,1,1,0.0016986,0,1,0,7.2442
31,961,12,13,169,0,1,1,-0.0053927,0,1,0,6.6946
26,676,16,4,16,0,1,1,0.0016055,0,1,0,6.4831
25,625,12,7,49,0,1,1,-0.0032474,0,1,0,5.7038
30,900,16,8,64,0,1,1,0.0024788,0,1,0,6.3578
24,576,16,2,4,0,1,1,-0.0024124,0,1,0,5.5797
31,961,18,7,49,0,1,1,0.00013169,0,0,0,6.3869
26,676,17,3,9,0,1,1,-0.0014763,0,1,0,5.7838
24,576,16,2,4,0,1,1,-0.0014976,0,0,0,5.9532
25,625,18,1,1,0,1,1,0.00048423,0,1,0,6.9078
28,784,18,4,16,0,1,1,-0.00091091,0,1,0,6.142
28,784,16,6,36,0,1,1,-0.0014332,0,1,0,6.0868
27,729,16,5,25,0,1,1,0.0012152,0,1,0,6.4378
27,729,17,4,16,0,1,1,0.0004338,0,1,0,5.6525
27,729,14,7,49,0,1,1,-0.0006694,0,1,0,6.477
25,625,13,6,36,0,1,1,-0.0007475,0,1,0,6.6946
24,576,12,6,36,0,1,1,-0.00020583,0,1,0,6.2146
26,676,16,4,16,0,1,1,0.0034586,0,1,0,6.7226
31,961,12,13,169,0,1,1,-0.0010918,0,1,0,6.2146
32,1024,17,9,81,0,1,1,0.0026906,0,1,0,6.541
27,729,12,9,81,0,1,1,-7.0127e-05,0,1,0,7.0031
25,625,12,7,49,0,1,1,-0.0051615,0,1,0,6.6373
27,729,12,9,81,1,1,1,-0.0010611,0,1,0,6.6783
25,625,16,3,9,1,1,1,0.0012155,0,1,0,5.8081
30,900,18,6,36,1,1,1,-0.0052217,0,1,0,6.0137
27,729,16,5,25,1,1,1,0.0006964,0,1,0,6.7627
31,961,12,13,169,1,1,1,-0.0027868,0,1,0,6.789
34,1156,12,16,256,1,1,1,0.0024437,0,1,0,6.5117
33,1089,12,15,225,1,1,1,0.00051416,0,0,0,6.5511
33,1089,18,9,81,1,1,1,0.0045892,0,1,1,5.5215
27,729,11,10,100,1,1,1,1.9798e-05,0,1,0,6.4378
31,961,13,12,144,1,1,1,-0.0010278,0,1,0,6.0331
28,784,13,9,81,1,1,1,0.00018821,0,1,0,6.3561
26,676,12,8,64,1,1,1,-0.00025874,1,1,0,6.4184
31,961,12,13,169,1,1,1,0.0011158,0,1,0,6.5511
24,576,12,6,36,1,1,1,-0.0013163,0,1,0,6.1092
28,784,16,6,36,1,1,1,-0.0017566,0,1,0,6.2146
25,625,12,7,49,1,1,1,-0.0023397,0,0,0,6.2422
25,625,16,3,9,1,1,1,0.0005198,0,1,0,5.5215
24,576,12,6,36,1,1,1,-0.0029038,0,0,0,5.7526
29,841,12,11,121,1,1,1,-0.0022341,0,1,0,5.9269
34,1156,15,13,169,1,1,1,-0.00013736,0,0,0,6.1247
27,729,12,9,81,1,1,1,0.00018038,1,1,0,5.6168
28,784,12,10,100,1,1,1,0.0025599,0,1,0,6.8575
32,1024,16,10,100,1,1,1,0.0030121,0,1,0,7.0166
25,625,16,3,9,1,1,1,-0.003395,0,0,0,5.6664
25,625,16,3,9,1,1,1,0.0038294,0,1,0,6.2146
32,1024,18,8,64,1,1,1,0.0016134,0,1,0,6.5876
29,841,18,5,25,1,1,1,0.0047145,0,1,0,7.1428
26,676,17,3,9,1,1,1,0.0040237,1,1,0,6.4184
28,784,12,10,100,0,1,1,0.0015801,0,1,0,6.3008
28,784,13,9,81,0,1,1,0.0015877,0,1,0,5.6276
34,1156,18,10,100,0,1,1,0.0019737,0,1,0,7.2738
27,729,16,5,25,0,1,1,0.0011983,0,1,0,6.9027
29,841,12,11,121,0,1,1,-0.00046034,0,1,0,6.5511
28,784,16,6,36,0,1,1,0.0012695,0,1,0,6.3578
31,961,16,9,81,0,1,1,0.0018706,0,1,0,6.7546
28,784,12,10,100,0,1,1,-0.0020858,0,1,0,6.5309
31,961,15,10,100,0,1,1,-0.0021752,0,1,0,6.7238
33,1089,13,14,196,1,1,0,1.0026,0,1,0,6.4505
32,1024,12,14,196,1,1,0,0.99822,0,1,0,6.5352
30,900,14,10,100,1,1,0,1.0037,0,1,0,6.6451
27,729,15,6,36,1,1,0,1.003,0,1,0,5.9532
24,576,12,6,36,1,1,0,0.99742,0,1,0,6.1092
27,729,12,9,81,1,1,0,0.99571,0,1,0,6.4216
34,1156,12,16,256,1,1,0,1.0019,0,1,0,6.525
32,1024,10,16,256,1,1,0,0.9976,0,1,0,6.5073
33,1089,11,16,256,1,1,0,0.99908,0,1,0,6.6846
34,1156,14,14,196,1,1,1,0.00011355,0,1,0,6.2246
30,900,18,6,36,1,1,1,-0.0022729,0,1,0,6.9334
25,625,15,4,16,1,1,1,-0.00026716,0,1,0,6.6451
32,1024,10,16,256,1,1,1,-0.0020678,0,1,1,5.6699
28,784,13,9,81,1,1,1,-0.00046392,0,1,0,6.271
29,841,16,7,49,1,1,1,-0.0010409,0,1,0,7.051
29,841,10,13,169,1,1,1,-0.0011568,0,1,0,6.3081
26,676,12,8,64,1,1,1,-0.0012795,0,1,0,6.1633
26,676,12,8,64,1,1,1,0.0060299,0,1,0,6.1092
27,729,17,4,16,1,1,1,0.00071576,0,1,0,6.7742
25,625,15,4,16,1,1,1,-0.0023329,0,1,0,5.2983
26,676,13,7,49,1,1,1,0.00075686,0,0,0,5.7038
25,625,16,3,9,1,1,1,0.0046515,0,0,0,6.1356
30,900,12,12,144,1,1,1,0.00019774,0,1,0,5.9532
32,1024,15,11,121,1,1,1,-0.00031024,0,1,0,7.1562
25,625,16,3,9,1,1,1,0.00037415,0,1,0,6.3767
27,729,12,9,81,1,1,1,3.6865e-05,0,1,0,6.3969
30,900,16,8,64,1,1,1,0.0031049,0,1,0,6.2146
33,1089,12,15,225,1,1,1,0.00041245,1,1,0,6.0868
26,676,18,2,4,0,1,0,1.0031,0,1,1,6.1463
29,841,17,6,36,0,1,0,1.0001,0,1,0,6.8341
27,729,16,5,25,0,1,0,1.0011,0,1,0,6.3208
24,576,13,5,25,0,1,0,1.0006,0,1,0,6.0822
29,841,12,11,121,0,1,0,1.0005,1,1,0,6.3969
26,676,12,8,64,0,1,0,0.99922,1,1,0,6.3544
26,676,12,8,64,0,1,0,1.0032,1,1,0,5.9636
34,1156,12,16,256,0,1,0,0.99405,0,0,0,6.6783
27,729,18,3,9,0,1,0,0.99716,0,1,0,6.1549
26,676,17,3,9,0,1,0,0.99908,0,1,0,5.3083
24,576,17,1,1,0,1,0,1.0019,0,1,0,5.2983
24,576,17,1,1,0,1,0,0.99892,0,1,0,5.8579
24,576,14,4,16,0,1,0,0.99915,0,0,0,5.9269
25,625,16,3,9,0,1,0,1.0017,0,1,0,6.1759
31,961,18,7,49,0,1,0,1.0013,0,1,0,6.869
27,729,15,6,36,0,1,0,1.0002,0,1,0,6.0474
27,729,15,6,36,0,1,0,1.0005,0,1,0,6.2146
30,900,9,15,225,0,1,0,1.0014,0,1,0,6.1092
28,784,8,14,196,0,1,0,1.0016,0,1,0,6.1654
24,576,12,6,36,0,1,0,1.0022,0,1,0,4.9127
32,1024,12,14,196,0,1,0,1.0012,0,1,0,6.3544
33,1089,12,15,225,0,1,0,1.0032,0,1,0,6.3578
31,961,12,13,169,0,1,0,0.99873,0,1,0,5.7366
30,900,9,15,225,0,1,0,1.001,0,1,0,6.5511
32,1024,14,12,144,0,1,0,0.99918,0,1,0,7.1869
34,1156,10,18,324,0,1,0,1.0003,0,1,0,6.3117
30,900,17,7,49,0,1,0,1.0014,0,1,0,6.7811
25,625,12,7,49,0,1,0,1.0001,0,1,0,6.6333
32,1024,12,14,196,0,1,0,0.99676,0,1,0,6.5624
26,676,12,8,64,0,1,0,1.0023,0,1,0,6.0521
26,676,12,8,64,0,1,0,0.9984,0,1,0,6.0568
24,576,16,2,4,0,1,0,0.99979,0,1,0,6.3561
32,1024,9,17,289,0,1,0,1.0004,0,1,0,5.9915
31,961,12,13,169,0,1,0,0.99683,0,0,0,6.2146
28,784,12,10,100,0,1,0,0.99823,0,0,0,6.2748
28,784,16,6,36,0,1,0,0.99951,0,1,0,6.5117
27,729,16,5,25,0,1,0,0.99883,0,1,1,6.3578
24,576,16,2,4,0,1,0,1.0057,0,1,0,5.7838
29,841,11,12,144,0,1,0,1.0005,0,0,0,6.2146
25,625,12,7,49,0,1,0,1.0065,0,0,0,6.6464
26,676,12,8,64,0,1,0,1.0033,0,1,0,6.2146
28,784,16,6,36,0,1,0,0.99988,0,1,0,5.9687
34,1156,12,16,256,0,1,0,0.9988,0,1,0,6.697
34,1156,9,19,361,1,1,1,-0.001502,1,0,0,6.2971
34,1156,9,19,361,1,1,1,0.0013589,1,0,0,6.3852
25,625,17,2,4,1,1,1,0.0018878,0,1,0,6.7616
28,784,10,12,144,1,1,1,0.0015997,1,0,0,6.5511
25,625,12,7,49,1,1,1,0.0011905,0,0,0,6.2344
34,1156,13,15,225,1,1,1,-0.0018263,0,1,0,6.4216
29,841,14,9,81,1,1,1,-0.0014125,0,1,0,6.6346
31,961,10,15,225,1,1,0,0.99431,0,1,0,6.2005
24,576,16,2,4,1,1,0,0.99907,0,1,0,6.0981
25,625,12,7,49,1,1,0,0.99838,0,1,0,6.0521
24,576,16,2,4,1,1,0,0.99948,0,1,0,6.6201
24,576,16,2,4,1,1,0,0.99837,0,1,0,6.5511
24,576,12,6,36,1,1,0,0.99947,0,1,0,6.0822
29,841,12,11,121,1,1,0,0.9948,0,1,0,6.4102
24,576,13,5,25,1,1,0,1.0005,0,1,0,6.1092
26,676,3,17,289,1,1,1,-0.0020143,0,1,0,5.7462
33,1089,7,20,400,1,1,1,0.00053323,1,1,0,5.5215
33,1089,14,13,169,1,1,1,-0.00067562,0,1,0,6.2146
26,676,12,8,64,0,0,0,0.00087472,0,1,0,5.8999
26,676,12,8,64,0,0,0,-0.00017763,0,1,0,6.7007
25,625,12,7,49,0,0,0,-0.0022323,0,0,0,5.7869
29,841,12,11,121,0,0,0,-0.0049659,0,0,0,6.2615
28,784,13,9,81,0,0,0,-0.0039265,0,1,0,6.7032
28,784,12,10,100,0,0,0,-0.0047526,0,1,0,6.6201
24,576,17,1,1,0,0,0,-0.0025022,0,1,0,6.2634
32,1024,12,14,196,0,0,0,0.0048204,0,1,0,7.0255
28,784,12,10,100,0,0,0,0.0048785,0,1,0,6.4378
25,625,14,5,25,0,0,0,0.0018198,0,1,0,6.5723
31,961,12,13,169,0,0,0,0.0026304,0,0,0,6.3818
27,729,17,4,16,0,0,0,-0.0018966,0,1,0,6.0014
28,784,12,10,100,0,1,0,0.99891,0,1,0,6.5147
25,625,12,7,49,0,1,0,1.001,0,1,0,6.0958
24,576,12,6,36,0,1,0,1.0005,0,1,0,6.1903
34,1156,9,19,361,0,1,0,0.99689,0,1,0,6.5439
25,625,12,7,49,0,1,0,0.99556,0,1,1,6.5511
24,576,12,6,36,0,1,0,0.99768,0,1,1,5.7838
25,625,9,10,100,0,1,0,1.0004,0,1,0,6.3208
26,676,12,8,64,1,1,1,0.00054212,0,1,0,5.7838
26,676,13,7,49,1,1,1,-0.00051755,0,1,0,6.5043
31,961,18,7,49,1,1,1,0.0028309,0,1,0,7.7849
25,625,16,3,9,1,1,1,-0.00051417,0,1,0,6.6307
34,1156,16,12,144,1,1,1,0.0015435,0,1,0,6.8937
25,625,12,7,49,1,1,1,0.0014052,0,1,0,6.3578
29,841,17,6,36,1,1,1,0.0048483,0,0,0,5.656
28,784,14,8,64,1,1,1,0.0012939,0,1,1,5.4424
25,625,12,7,49,1,1,1,-0.0054806,0,1,0,6.2403
28,784,15,7,49,1,1,1,-0.00083163,0,1,0,6.4216
25,625,15,4,16,1,1,1,-0.0034671,0,1,0,6.5511
33,1089,18,9,81,1,1,1,0.0013695,0,1,0,6.5709
30,900,9,15,225,1,1,1,-0.0031948,0,1,0,6.5525
24,576,12,6,36,1,1,1,-0.002738,1,1,0,6.1356
28,784,18,4,16,1,1,0,0.99639,0,1,0,6.7662
29,841,16,7,49,1,1,0,1.0015,0,0,0,6.8211
27,729,12,9,81,1,1,0,0.99676,0,1,0,6.9707
29,841,12,11,121,0,1,1,-0.0039583,0,1,1,5.9915
27,729,12,9,81,0,1,1,0.00042384,0,1,0,6.4615
24,576,13,5,25,0,1,1,-0.0034425,0,1,0,5.6525
27,729,17,4,16,0,1,1,-0.0010378,0,1,1,6.463
32,1024,13,13,169,1,1,1,6.9694e-05,0,1,0,5.9636
25,625,12,7,49,1,1,1,-0.0024446,0,1,0,6.9177
24,576,12,6,36,1,1,1,0.00056749,0,0,0,6.7056
27,729,17,4,16,1,1,1,-0.001531,0,1,0,6.8824
29,841,12,11,121,1,1,1,-0.0012354,1,1,0,6.6201
24,576,15,3,9,1,1,1,0.00062879,0,0,0,6.1377
28,784,12,10,100,1,1,1,0.00096984,0,1,0,7.2349
25,625,12,7,49,1,1,1,0.00030994,0,1,0,6.3578
27,729,12,9,81,1,1,1,0.00022018,0,1,0,5.994
26,676,10,10,100,1,1,1,0.0024169,0,1,0,5.7683
27,729,12,9,81,1,1,1,-0.0039574,0,1,0,6.2422
25,625,11,8,64,1,1,1,0.003233,0,1,0,5.3375
27,729,17,4,16,1,1,1,0.0022534,0,1,0,7.0834
26,676,14,6,36,1,1,1,-0.003294,0,1,0,6.4378
34,1156,17,11,121,1,1,1,-0.0010646,0,1,0,6.1759
27,729,13,8,64,1,1,1,0.00080165,0,1,0,6.5709
27,729,11,10,100,1,1,1,0.00058306,0,1,0,6.4378
30,900,12,12,144,1,1,1,-0.0022057,0,1,0,6.3154
34,1156,12,16,256,1,1,1,-0.00074012,0,1,0,6.3613
28,784,18,4,16,1,1,1,-0.00059508,0,1,0,6.7346
33,1089,18,9,81,1,1,1,-0.00086018,0,1,0,7.5616
26,676,16,4,16,1,1,1,0.00042755,0,1,0,6.6921
29,841,12,11,121,1,1,1,-0.00017376,1,1,0,5.8406
32,1024,12,14,196,1,1,1,-0.0011,0,1,0,6.869
32,1024,12,14,196,1,1,1,0.0038712,0,0,0,6.3969
34,1156,18,10,100,1,1,1,-0.0018987,0,1,0,6.7298
24,576,16,2,4,1,1,1,0.0019442,0,1,0,6.4378
28,784,16,6,36,1,1,1,0.0037124,0,1,0,6.3333
28,784,16,6,36,1,1,1,0.00012391,0,1,0,7.2513
25,625,12,7,49,1,1,1,0.0017849,0,1,0,6.1738
24,576,12,6,36,1,1,1,-0.0017322,0,1,0,6.3969
28,784,9,13,169,1,1,1,0.0037901,0,1,0,5.7038
25,625,9,10,100,1,1,1,-0.0024378,0,1,0,6.2246
25,625,14,5,25,1,1,1,0.0032396,1,1,0,6.0331
24,576,12,6,36,1,1,1,-0.002744,1,1,0,5.7038
27,729,18,3,9,1,1,1,-0.0016877,0,1,0,6.7627
25,625,16,3,9,1,1,1,-0.0025647,0,1,0,5.7038
32,1024,12,14,196,1,1,1,0.0011437,0,1,0,6.5806
34,1156,12,16,256,1,1,1,-0.00010319,0,1,0,6.7523
30,900,10,14,196,1,1,1,-0.00050276,0,1,0,6.6039
31,961,17,8,64,1,1,1,0.0010852,1,1,0,6.9641
32,1024,12,14,196,1,1,1,0.00059793,1,1,0,6.271
34,1156,11,17,289,1,1,1,0.00017318,0,1,0,6.3491
32,1024,12,14,196,1,1,1,0.004579,0,0,0,6.6908
30,900,10,14,196,1,1,1,-0.0051157,0,1,0,5.9915
29,841,18,5,25,1,1,1,0.0031146,0,1,0,6.869
27,729,18,3,9,1,1,1,-0.0024246,0,1,0,6.7056
28,784,13,9,81,1,1,1,0.001484,0,1,0,6.6067
30,900,18,6,36,1,1,1,-0.0011669,0,1,0,6.5806
24,576,18,0,0,1,1,1,0.002191,0,1,0,6.8167
27,729,17,4,16,1,1,1,-0.00064871,0,1,0,5.9375
26,676,14,6,36,1,1,1,0.0051978,0,1,0,5.8579
33,1089,11,16,256,1,1,1,-0.0017153,0,1,0,6.5425
32,1024,12,14,196,1,1,1,-0.0027098,0,1,1,6.9217
34,1156,18,10,100,1,1,1,-0.00074583,0,1,0,7.0353
30,900,18,6,36,1,1,1,-4.4737e-05,0,1,0,7.4437
26,676,12,8,64,1,1,1,0.0039101,0,1,0,6.271
32,1024,17,9,81,1,1,1,0.002539,1,1,0,6.5117
28,784,17,5,25,1,1,1,-0.00048863,0,1,0,6.9177
28,784,18,4,16,1,1,1,-0.0008504,0,1,0,6.7405
27,729,11,10,100,1,1,1,0.00090299,0,1,0,6.5653
26,676,16,4,16,1,1,1,-0.00013866,0,0,0,6.7093
24,576,12,6,36,1,1,1,-0.00068899,0,1,0,6.1026
25,625,15,4,16,1,1,1,-0.0033602,0,1,0,6.2146
31,961,16,9,81,1,1,1,0.0028492,0,1,0,6.9556
29,841,18,5,25,1,1,1,-0.0026205,0,1,0,7.0917
33,1089,12,15,225,1,1,1,0.0017672,0,1,0,6.5367
28,784,16,6,36,1,1,1,-0.00038579,0,1,0,6.4739
30,900,13,11,121,1,1,1,0.0010329,0,1,0,6.7742
25,625,17,2,4,1,1,1,-0.00083504,0,1,0,6.3063
28,784,7,15,225,1,1,1,0.00077811,0,1,0,6.3969
34,1156,15,13,169,1,1,1,-0.0011276,0,1,0,7.716
31,961,12,13,169,1,1,1,0.0045367,0,1,0,7.2738
34,1156,12,16,256,1,1,1,0.0017769,1,1,0,5.7683
33,1089,18,9,81,1,1,1,-0.0012534,0,1,0,7.1405
24,576,12,6,36,1,1,1,0.0046658,0,1,0,6.3969
26,676,11,9,81,1,1,1,-0.0020188,1,1,0,5.7038
24,576,16,2,4,1,1,1,0.0019632,0,1,0,6.2879
33,1089,12,15,225,1,1,1,-0.0016548,0,0,0,6.612
33,1089,12,15,225,1,1,1,0.002297,0,1,0,6.7405
29,841,16,7,49,1,1,1,0.0042273,0,1,0,6.7007
28,784,12,10,100,1,1,1,-0.0015794,0,1,0,6.9078
26,676,16,4,16,1,1,1,0.0015624,0,1,0,6.3297
26,676,18,2,4,1,1,1,0.0039877,0,1,0,5.6525
27,729,16,5,25,1,1,1,0.00062612,0,1,0,6.0799
